experiment_id,run_name,seed,method_or_arm,metric,step,wandb_value,local_value,absolute_error,exact_within_1e-9,wandb_source_csv,local_metrics_path
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,200,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,220,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,240,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,260,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,280,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,300,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,320,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,340,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,360,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,380,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,400,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,420,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,440,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,460,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,480,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,500,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,520,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,540,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,560,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,580,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,600,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,620,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,640,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,660,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,680,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,700,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,720,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,740,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,760,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,780,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,800,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,820,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,840,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,860,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,880,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,900,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,920,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,940,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,960,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,980,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1000,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1020,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1040,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1060,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1080,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1100,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1120,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1140,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1160,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1180,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1200,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1220,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1240,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1260,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1280,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1300,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1320,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1340,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1360,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1380,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1400,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1420,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
55_r1_fresh_seed_baseline_fairness,ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000,2027,block4,lr/adamw,1440,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T12_58_21.083+08_00.csv,formal/core/seed2027/20260817T052322+0000_formal_seed2027/ex55_r1_fresh_seed_block4_seed2027_20260817T052322+0000/r1_metrics.csv
