bundle_id,evidence_level,relative_path,kind,exists,size_bytes,sha256,row_count,columns_or_keys,acceptance_passed,error,source_sha256,package_sha256,source_bytes,package_bytes
wikitext_foundational_module_allocation,supportive,supporting/mechanism_source_inputs/06_kstate_spectrum/wikitext_dual_alpha_run_summary__b988d6f823.csv,csv,True,14780,f437feae69c3b4a71a9b976875944cc16de7612d6511771e4d2182a8c0b63cf7,36,"seed,mode,run_name,initial_val_loss,final_val_step,final_val_loss,best_val_loss,best_val_step,tail5_val_loss_mean,late6_val_loss_mean,normalized_val_auc,final_train_step,final_train_loss_step,time_elapsed_s_descriptive_only,peak_memory_mib,final_allocated_mib,k_state_mib,cproj_k_state_mib,non_cproj_k_state_mib,k_state_released_fraction,max_matrix_lr,max_adamw_lr,quality_eligible,memory_eligible,timing_eligible,source",,,f437feae69c3b4a71a9b976875944cc16de7612d6511771e4d2182a8c0b63cf7,f437feae69c3b4a71a9b976875944cc16de7612d6511771e4d2182a8c0b63cf7,14780,14780
wikitext_foundational_module_allocation,supportive,supporting/mechanism_source_inputs/04_dataset_generalization/bridge_run_summary__bb5d7d5372.csv,csv,True,919,95f33a47fb3345130c43cc5e12eeeab7ec5451727435ec9f3e1c9151b2dbb052,3,"seed,method,last_val_step,final_val_loss,best_val_loss,best_val_step,val_loss_at_10000,late_val_mean_10000_11500,final_minus_best_val,final_train_eval_loss,last_train_loss,current_memory_mib,peak_memory_mib,k_state_mib,full_k_state_mib,k_state_released_mib,k_state_released_fraction",,,95f33a47fb3345130c43cc5e12eeeab7ec5451727435ec9f3e1c9151b2dbb052,95f33a47fb3345130c43cc5e12eeeab7ec5451727435ec9f3e1c9151b2dbb052,919,919
wikitext_foundational_module_allocation,supportive,supporting/mechanism_source_inputs/04_dataset_generalization/run_summary__69c15a1083.csv,csv,True,7572,2ad5bdd8b16b31f154dbf55f04f2454929f52197e180bcfc12300c0be7fd3288,24,"learning_rate,seed,method,method_label,last_common_val_step,last_common_val_tokens,final_val_loss,best_val_loss,best_val_step,final_minus_best_val,late_val_mean_10000_11500,normalized_val_auc,final_train_eval_loss,last_train_loss_step,tail50_train_loss_mean,current_memory_mib,peak_memory_mib,k_state_mib,full_k_state_mib,k_state_released_mib,k_state_released_fraction,final_val_delta_vs_newton,final_val_delta_vs_muon,peak_memory_saved_vs_newton_mib",,,2ad5bdd8b16b31f154dbf55f04f2454929f52197e180bcfc12300c0be7fd3288,2ad5bdd8b16b31f154dbf55f04f2454929f52197e180bcfc12300c0be7fd3288,7572,7572
llama_block_partition_invariance,limiting,supporting/mechanism_source_inputs/40_llama_block_partition_invariance_audit/llama_block_audit_analysis_manifest__878f542d2e.json,json,True,4945,a50761bb9679657bdaa88a4a9ab60f71243986cff4ef630ea31997b741a1fdb9,,"analyzer_sha256,artifacts,classification,contract_sha256,contract_version,control_rows,global_block4_rows,input_manifests,passed,schema_version,scientific_result_used_for_integrity_pass,script_version,within_block_rows,worker_sha256,worker_version",True,,9b9d36bd0a06637b26cf8c8af563be4330f04d518f95f329c56d3400270d4404,a50761bb9679657bdaa88a4a9ab60f71243986cff4ef630ea31997b741a1fdb9,5266,4945
llama_block_partition_invariance,limiting,supporting/mechanism_source_inputs/40_llama_block_partition_invariance_audit/classification__6b65a0c53f.json,json,True,2399,1d8c6c09c041ce34fc8d86e905fba1073c5eccbd1aacc0ee5dd5387fb5a8c807,,"checkpoint_summaries,classification,decision_statistics,equivariant_control_update_drift,global_block4_update_drift,interpretation,within_block_control_update_drift",True,,1d8c6c09c041ce34fc8d86e905fba1073c5eccbd1aacc0ee5dd5387fb5a8c807,1d8c6c09c041ce34fc8d86e905fba1073c5eccbd1aacc0ee5dd5387fb5a8c807,2399,2399
llama_block_partition_invariance,limiting,supporting/mechanism_source_inputs/40_llama_block_partition_invariance_audit/checkpoint_summary__38b57525dc.csv,csv,True,449,73e735cf7cacd5c58e5e4dc8929a8d82419a0aeeccd64c4ec001127d1efbbf73,2,"checkpoint_label,checkpoint_step,global_block4_update_drift_maximum,global_block4_update_drift_mean,global_block4_update_drift_median,global_block4_update_drift_minimum,global_block4_update_drift_n,global_block4_update_drift_p95",,,73e735cf7cacd5c58e5e4dc8929a8d82419a0aeeccd64c4ec001127d1efbbf73,73e735cf7cacd5c58e5e4dc8929a8d82419a0aeeccd64c4ec001127d1efbbf73,449,449
formal_primary_training,confirmatory,supporting/mechanism_source_inputs/34_selective_primary_comparison/primary_analysis_manifest__87aeb3aa29.json,json,True,1210,73587cb8f2c57b992aeb930443eb1137bad6c5a776e2e327f016082b6fee4f92,,"artifacts,baseline_contrasts_per_family,diag_vs_none_primary,families,output_sha256,passed,practical_margin,primary_contrasts_per_family,schema_version,script_version,seeds",True,,73587cb8f2c57b992aeb930443eb1137bad6c5a776e2e327f016082b6fee4f92,73587cb8f2c57b992aeb930443eb1137bad6c5a776e2e327f016082b6fee4f92,1210,1210
formal_primary_training,confirmatory,supporting/mechanism_source_inputs/34_selective_primary_comparison/primary_contrasts_summary__1c1e2e4a28.csv,csv,True,4387,f17d484ab6613a1b2a661e461b2a614921f0c5a2f3bc3c69364e484694ed69a4,15,"family,family_label,priority,contrast,left_role,left_method,right_role,right_method,seeds,final_delta_mean,final_delta_sd,final_delta_ci95_low,final_delta_ci95_high,negative_seeds_left_better,positive_seeds_left_worse,tail5_delta_mean,auc_delta_mean,practical_margin,classification",,,f17d484ab6613a1b2a661e461b2a614921f0c5a2f3bc3c69364e484694ed69a4,f17d484ab6613a1b2a661e461b2a614921f0c5a2f3bc3c69364e484694ed69a4,4387,4387
mech07_family_shadow,supportive,supporting/mechanism_source_inputs/35_mech07_llama1b_family_contrast/mech07_analysis_manifest__154941b8e9.json,json,True,1010,a5b0b8d107914d4b2fa778100bc0287904e7282d0ecb3a07c01f024d483474f5,,"artifacts,baseline_contrasts,contract_sha256,diag_vs_none_primary,formal_cells,output_sha256,passed,primary_contrasts,schema_version,script_version",True,,a5b0b8d107914d4b2fa778100bc0287904e7282d0ecb3a07c01f024d483474f5,a5b0b8d107914d4b2fa778100bc0287904e7282d0ecb3a07c01f024d483474f5,1010,1010
mech07_family_shadow,supportive,supporting/mechanism_source_inputs/35_mech07_llama1b_family_contrast/stage_contrast_summary__881ec5d743.csv,csv,True,1995,fa22cdc318ffa9a8e0d3ebc6d7eab4a4f721466af1a6a4d9a932acfdd86b743c,10,"checkpoint_stage,priority,contrast,left_algorithm,right_algorithm,cells,mean_delta,median_delta,sd_delta,negative_cells_left_better,positive_cells_left_worse,near_zero_cells,negative_fraction_left_better,positive_fraction_left_worse,checkpoint_states_left_better,checkpoint_states_left_worse,checkpoint_states_total",,,fa22cdc318ffa9a8e0d3ebc6d7eab4a4f721466af1a6a4d9a932acfdd86b743c,fa22cdc318ffa9a8e0d3ebc6d7eab4a4f721466af1a6a4d9a932acfdd86b743c,1995,1995
mech08_rollout,supportive,supporting/mechanism_source_inputs/36_mech08_short_horizon_rollout/mech08_analysis_manifest__4fd5e555f8.json,json,True,1329,e4fd253adbd6052448801698e5b8d46c0cb4cb7839197564c25805c2fc6625ac,,"artifacts,checks,contract_sha256,diag_none_primary,efficiency_benchmark_run,evaluation_rows,formal_jobs,integrity_pass_is_hypothesis_success,paired_contrast_rows,passed,prediction_reference_sha256,primary_contrasts,schema_version,script_version,timing_usable_for_paper",True,,e4fd253adbd6052448801698e5b8d46c0cb4cb7839197564c25805c2fc6625ac,e4fd253adbd6052448801698e5b8d46c0cb4cb7839197564c25805c2fc6625ac,1329,1329
mech08_rollout,supportive,supporting/mechanism_source_inputs/36_mech08_short_horizon_rollout/paired_contrasts__3ac640cc03.csv,csv,True,107974,96f497d6e62df8d984cab8c9eb5d6e8cee54b84786ba3bba748f334fe97ea4f1,600,"checkpoint_cell,checkpoint_stage,checkpoint_method,data_replica,contrast,contrast_class,left,right,metric,optimizer_step,left_value,right_value,delta_left_minus_right",,,96f497d6e62df8d984cab8c9eb5d6e8cee54b84786ba3bba748f334fe97ea4f1,96f497d6e62df8d984cab8c9eb5d6e8cee54b84786ba3bba748f334fe97ea4f1,107974,107974
mech08_rollout,supportive,supporting/mechanism_source_inputs/36_mech08_short_horizon_rollout/prediction_alignment__3f43db91df.csv,csv,True,1038,2454ab4a09d0b8b600a8ce13c18c2bb275fee536806c47894c8f7c7a16a99e45,10,"contrast_scope,metric,optimizer_step,origin_contrast_units,pearson,spearman,sign_concordant_units,sign_concordance,descriptive_not_confirmatory",,,2454ab4a09d0b8b600a8ce13c18c2bb275fee536806c47894c8f7c7a16a99e45,2454ab4a09d0b8b600a8ce13c18c2bb275fee536806c47894c8f7c7a16a99e45,1038,1038
mech09r_refresh_mediation,confirmatory,supporting/mechanism_source_inputs/37_mech09_downproj_refresh_mediation/mech09r_analysis_manifest__529163d32e.json,json,True,901,34b9525c4fcd061cbc3191b6844dd0000c3eac0bf0acc82876025f0ff3ee38d0,,"arms,artifacts,contract_sha256,evaluation_rows,experiment,formal_workers,hypothesis_classification,integrity_passed,legacy_invalid_run_reused,paired_contrast_rows,passed,schema_version,script_version,timing_usable_for_paper,training_rows",True,,34b9525c4fcd061cbc3191b6844dd0000c3eac0bf0acc82876025f0ff3ee38d0,34b9525c4fcd061cbc3191b6844dd0000c3eac0bf0acc82876025f0ff3ee38d0,901,901
mech09r_refresh_mediation,confirmatory,supporting/mechanism_source_inputs/37_mech09_downproj_refresh_mediation/mediation_decision__92e64cce88.json,json,True,10996,8b18d2ff76e8de016f13a3ae78beb12e772af47445e0a4a36260faf13febab1c,,"classification,classification_is_scientific_not_execution_status,directional_predictions,directional_predictions_passed,do_not_rerun_for_unfavorable_outcome,integrity_passed,legacy_independent_worker_run_used_for_claim,schema_version,script_version,shared_prefix_audit",True,,8b18d2ff76e8de016f13a3ae78beb12e772af47445e0a4a36260faf13febab1c,8b18d2ff76e8de016f13a3ae78beb12e772af47445e0a4a36260faf13febab1c,10996,10996
mech09r_refresh_mediation,confirmatory,supporting/mechanism_source_inputs/37_mech09_downproj_refresh_mediation/paired_contrast_summary__e4a7793057.csv,csv,True,3100,318e0105bc4a52a4eb7fa9c716d87a0b9a7a88251be0df702e17a1fe8c3b8f1b,27,"contrast,optimizer_step,paired_units,origins,mean_delta,sd_across_paired_units,left_better_units,left_worse_units,left_better_origins,left_worse_origins,negative_delta_means",,,318e0105bc4a52a4eb7fa9c716d87a0b9a7a88251be0df702e17a1fe8c3b8f1b,318e0105bc4a52a4eb7fa9c716d87a0b9a7a88251be0df702e17a1fe8c3b8f1b,3100,3100
r1_block_alpha,confirmatory,supporting/mechanism_source_inputs/22_r1_block_alpha/final_acceptance__2217b9836f.json,json,True,1213,3ee45db00eda77495754149d33fc9975af1c1066448a78a9f9fdeade7b9b6c13,,"checkpoint_transfer,controller_batch_id,delivery_status,local_artifacts,required_caveats,schema_version,scientific_classification,scientific_evidence_accepted,wandb_exports",True,,3ee45db00eda77495754149d33fc9975af1c1066448a78a9f9fdeade7b9b6c13,3ee45db00eda77495754149d33fc9975af1c1066448a78a9f9fdeade7b9b6c13,1213,1213
r1_block_alpha,confirmatory,supporting/mechanism_source_inputs/22_r1_block_alpha/seed_curvature__ce85bd629e.csv,csv,True,515,72f3457f534c9003b9287a4ef353c16c7a0b0e1036612b195fc1397e8cb53c3d,3,"seed,final_curvature_c,tail5_curvature_c,auc_curvature_c,alpha0p50_beats_alpha0_final,alpha0p50_beats_alpha1_final,alpha0p50_beats_both_endpoints_final,best_alpha_descriptive,spearman_alpha_vs_final_loss",,,72f3457f534c9003b9287a4ef353c16c7a0b0e1036612b195fc1397e8cb53c3d,72f3457f534c9003b9287a4ef353c16c7a0b0e1036612b195fc1397e8cb53c3d,515,515
r1_dense_full_alpha,confirmatory,supporting/mechanism_source_inputs/24_r1_dense_full_alpha/final_audit_manifest__d14c82ca1b.json,json,True,1201,7daf059839fa1447185135366afb127dc7871db0c5ccd3ebd9b1e1d940c6c658,,"checkpoint_policy,classification,delivery_status,failed_checks,local_audit,passed,schema_version,script_version,wandb_audit",True,,5f1858d7b380991373b169b0cbb9de5448c5fa875d420b160563adafef2b1c88,7daf059839fa1447185135366afb127dc7871db0c5ccd3ebd9b1e1d940c6c658,753,1201
r1_dense_full_alpha,confirmatory,supporting/mechanism_source_inputs/24_r1_dense_full_alpha/final_important_results__eadcaa039e.json,json,True,4321,2326a73444b52007f3a90f4974019b0d4a96ffb2cca87dd58110f50f7af6c513,,"classification,delivery_status,dense_alpha0_vs_efficient_diag_gate_passed,dense_refresh_diagnostics,descriptive_three_seed_aggregate,failed_checks,local_artifacts_needed,local_artifacts_verified,local_evidence,memory,primary_test,schema_version,script_version,timing_eligible,topology,wandb_audit_passed",,,2326a73444b52007f3a90f4974019b0d4a96ffb2cca87dd58110f50f7af6c513,2326a73444b52007f3a90f4974019b0d4a96ffb2cca87dd58110f50f7af6c513,4321,4321
r1_dense_full_alpha,confirmatory,supporting/mechanism_source_inputs/24_r1_dense_full_alpha/seed_curvature__3f41652cec.csv,csv,True,997,af0c228311dd496a38d775c23ac9e2ea574509962cd366750fc56a1f2ae077ba,3,"seed,final_curvature_c,tail5_curvature_c,auc_curvature_c,alpha0p50_minus_alpha0_final,alpha0p50_minus_alpha1_final,alpha1_minus_alpha0_final,alpha1_minus_alpha0_tail5,alpha1_minus_alpha0_auc,alpha0p50_beats_alpha0_final,alpha0p50_beats_alpha1_final,alpha0p50_beats_both_endpoints_final,best_alpha_final_descriptive,spearman_alpha_vs_final_loss_descriptive",,,af0c228311dd496a38d775c23ac9e2ea574509962cd366750fc56a1f2ae077ba,af0c228311dd496a38d775c23ac9e2ea574509962cd366750fc56a1f2ae077ba,997,997
