experiment_id,run_name,seed,method_or_arm,metric,step,wandb_value,local_value,absolute_error,exact_within_1e-9,wandb_source_csv,local_metrics_path
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,200,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,220,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,240,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,260,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,280,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,300,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,320,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,340,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,360,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,380,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,400,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,420,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,440,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,460,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,480,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,500,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,520,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,540,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,560,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,580,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,600,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,620,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,640,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,660,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,680,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,700,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,720,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,740,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,760,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,780,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,800,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,820,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,840,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,860,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,880,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,900,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,920,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,940,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,960,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,980,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1000,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1020,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1040,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1060,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1080,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1100,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1120,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1140,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1160,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1180,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1200,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1220,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1240,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1260,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1280,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1300,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1320,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1340,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1360,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
53_r1_matched_diag_module_placement,mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000,2024,all_none,lr/adamw,1380,0.0040000000000000001,0.0040000000000000001,0,true,wandb_export_2026-08-20T13_01_06.146+08_00.csv,formal/seed2024/all_none/20260817T014803+0000_formal_seed2024/mainconf_r1_matched_diag_placement_all_none_seed2024_20260817T014803+0000/r1_metrics.csv
