checkpoint_cell,data_replica,optimizer_step,contrast,left,right,left_normalized_loss,right_normalized_loss,normalized_loss_delta,negative_delta_means
early_newton_full,1,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0064912624393851,1.0073527886441294,-0.0008615262047442229,left arm is better
early_newton_full,1,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0028750668940145,1.0028104991202307,6.456777378383016e-05,left arm is better
early_newton_full,2,0,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
early_newton_full,2,16,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,0.9948354998569676,0.9948354998569676,0.0,left arm is better
early_newton_full,2,32,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,0.9962256774304098,0.9966586254568123,-0.00043294802640247987,left arm is better
early_newton_full,2,48,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.001763826987916,1.0082427796953646,-0.006478952707448471,left arm is better
early_newton_full,2,64,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0012900515264043,1.0071578195750444,-0.005867768048640087,left arm is better
early_newton_full,2,80,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0047326426658147,1.0076649249460194,-0.002932282280204701,left arm is better
early_newton_full,2,96,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0037710509220354,1.005223935073609,-0.0014528841515735191,left arm is better
early_newton_full,2,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0030138008317755,1.0035442848509017,-0.0005304840191262539,left arm is better
early_newton_full,2,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,0.9990587878941134,0.9989266951240933,0.0001320927700201313,left arm is better
late_muon,0,0,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_muon,0,16,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0088011852118253,1.0088011852118253,0.0,left arm is better
late_muon,0,32,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0147357537161297,1.0148536808477588,-0.00011792713162916968,left arm is better
late_muon,0,48,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.021476786457566,1.0248022673477915,-0.0033254808902254407,left arm is better
late_muon,0,64,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.024937855452163,1.0286867180253105,-0.003748862573147438,left arm is better
late_muon,0,80,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0292255382482483,1.0316090470741186,-0.0023835088258703507,left arm is better
late_muon,0,96,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0309181819312996,1.0325303879112246,-0.0016122059799250632,left arm is better
late_muon,0,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0320485644639554,1.0328493290235208,-0.0008007645595653479,left arm is better
late_muon,0,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0320755375859618,1.0325987840420268,-0.0005232464560649408,left arm is better
late_muon,1,0,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_muon,1,16,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0083653383026674,1.0083653383026674,0.0,left arm is better
late_muon,1,32,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0142755122600056,1.0144574368838424,-0.0001819246238368155,left arm is better
late_muon,1,48,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0221998683909745,1.02585370954047,-0.003653841149495518,left arm is better
late_muon,1,64,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.024699520513696,1.028895863228834,-0.004196342715138135,left arm is better
late_muon,1,80,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0287605300075902,1.0315398863699579,-0.002779356362367702,left arm is better
late_muon,1,96,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.029521029473659,1.0314660257518007,-0.0019449962781417085,left arm is better
late_muon,1,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0304687515825883,1.0315521964729841,-0.0010834448903958016,left arm is better
late_muon,1,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0303917744826523,1.0310736606958513,-0.0006818862131989789,left arm is better
late_muon,2,0,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_muon,2,16,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0089679776717164,1.0089679776717164,0.0,left arm is better
late_muon,2,32,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0156184592624622,1.015740913898112,-0.00012245463564974912,left arm is better
late_muon,2,48,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0217984488117169,1.0251039220447535,-0.0033054732330366488,left arm is better
late_muon,2,64,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0241644616278336,1.0277090702397225,-0.0035446086118888775,left arm is better
late_muon,2,80,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0286427567641951,1.0308328262465754,-0.002190069482380208,left arm is better
late_muon,2,96,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.029585023934388,1.031085353848187,-0.0015003299137990034,left arm is better
late_muon,2,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0299413212141468,1.0305746851384179,-0.0006333639242710465,left arm is better
late_muon,2,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0290110027936017,1.0292906356125346,-0.0002796328189329511,left arm is better
late_newton_full,0,0,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_newton_full,0,16,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0103356812000766,1.0103356812000766,0.0,left arm is better
late_newton_full,0,32,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.016943527177031,1.0170998738184986,-0.00015634664146757515,left arm is better
late_newton_full,0,48,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0248088674310103,1.028690328832033,-0.0038814614010227455,left arm is better
late_newton_full,0,64,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0276341488589655,1.0316357107251075,-0.004001561866141978,left arm is better
late_newton_full,0,80,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0324613714176896,1.0344299468629454,-0.00196857544525586,left arm is better
late_newton_full,0,96,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0341812644874686,1.03527657112772,-0.001095306640251481,left arm is better
late_newton_full,0,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0357971398326276,1.0361567211052762,-0.0003595812726486791,left arm is better
late_newton_full,0,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.036149439864553,1.0361694432731337,-2.0003408580659965e-05,left arm is better
late_newton_full,1,0,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_newton_full,1,16,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0096539782596392,1.0096539782596392,0.0,left arm is better
late_newton_full,1,32,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0169045483859533,1.017303108191224,-0.000398559805270704,left arm is better
late_newton_full,1,48,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0256872455265218,1.0306334450057433,-0.00494619947922148,left arm is better
late_newton_full,1,64,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0280329724865467,1.033132936602949,-0.005099964116402234,left arm is better
late_newton_full,1,80,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0326862573283075,1.0354346641774106,-0.0027484068491030467,left arm is better
late_newton_full,1,96,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0338939860458203,1.0357125754908185,-0.001818589444998242,left arm is better
late_newton_full,1,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0357629493456686,1.0366354742636243,-0.0008725249179557526,left arm is better
late_newton_full,1,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0352841645123034,1.0356395800437443,-0.00035541553144091687,left arm is better
late_newton_full,2,0,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_newton_full,2,16,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.010465913804,1.010465913804,0.0,left arm is better
late_newton_full,2,32,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0174655431728536,1.0176344333200038,-0.00016889014715015804,left arm is better
late_newton_full,2,48,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0246470911289831,1.0284979143705373,-0.0038508232415541688,left arm is better
late_newton_full,2,64,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0271682941159967,1.0309315150852951,-0.0037632209692983754,left arm is better
late_newton_full,2,80,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0320284617864262,1.0338369371623946,-0.0018084753759683991,left arm is better
late_newton_full,2,96,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.033490044952914,1.034534957822623,-0.0010449128697089805,left arm is better
late_newton_full,2,112,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0338241485095105,1.0339518751801902,-0.00012772667067961763,left arm is better
late_newton_full,2,128,delayed_down_refresh_vs_production,delayed_down_refresh,production_newton_muon,1.0332229219657982,1.0330833657912009,0.00013955617459737724,left arm is better
early_muon,0,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
early_muon,0,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9913799182348624,0.9913799182348624,0.0,left arm is better
early_muon,0,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9907523325629091,0.9909901181021853,-0.00023778553927622514,left arm is better
early_muon,0,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9951856395163088,1.0002787386233145,-0.005093099107005727,left arm is better
early_muon,0,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.994544832236098,0.9995432103854851,-0.004998378149387084,left arm is better
early_muon,0,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9956038491559597,1.0004079713686411,-0.00480412221268145,left arm is better
early_muon,0,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.994158083243788,0.9979261737940401,-0.003768090550252179,left arm is better
early_muon,0,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9920797142288371,0.9950256919579534,-0.0029459777291163114,left arm is better
early_muon,0,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9907071078823567,0.9926150876585847,-0.0019079797762280304,left arm is better
early_muon,1,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
early_muon,1,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9948564689883631,0.9948564689883631,0.0,left arm is better
early_muon,1,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9947245203225948,0.995010553559657,-0.00028603323706211103,left arm is better
early_muon,1,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9997552382253484,1.005513173964148,-0.00575793573879968,left arm is better
early_muon,1,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9992526464908555,1.0050823905737847,-0.005829744082929134,left arm is better
early_muon,1,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9998837864959909,1.0056454560019874,-0.005761669505996547,left arm is better
early_muon,1,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9981547855860851,1.002664976336917,-0.004510190750832033,left arm is better
early_muon,1,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9970825276563804,1.000593135589022,-0.003510607932641685,left arm is better
early_muon,1,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9946632465359141,0.9969308433639988,-0.0022675968280847503,left arm is better
early_muon,2,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
early_muon,2,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9926815785011898,0.9926815785011898,0.0,left arm is better
early_muon,2,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9926937424591106,0.992954893801512,-0.00026115134240145554,left arm is better
early_muon,2,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9966920829962479,1.0017891890955213,-0.005097106099273385,left arm is better
early_muon,2,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9957943285376306,1.0008917744122652,-0.005097445874634565,left arm is better
early_muon,2,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9951802185503077,1.0001901382919696,-0.005009919741661872,left arm is better
early_muon,2,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9932968437247398,0.9969852411776479,-0.0036883974529080543,left arm is better
early_muon,2,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.992053129993636,0.9949487635744504,-0.0028956335808143496,left arm is better
early_muon,2,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9880418779927839,0.9898967796431067,-0.001854901650322871,left arm is better
early_newton_full,0,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
early_newton_full,0,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9935981812548803,0.9935981812548803,0.0,left arm is better
early_newton_full,0,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.994615303434093,0.9949890926091204,-0.0003737891750273947,left arm is better
early_newton_full,0,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.000408628173354,1.0068929603355627,-0.0064843321622087835,left arm is better
early_newton_full,0,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.999579147616707,1.005900082839396,-0.006320935222689061,left arm is better
early_newton_full,0,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0010099913900814,1.0068380193031141,-0.005828027913032718,left arm is better
early_newton_full,0,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9995815245464172,1.00399582257999,-0.00441429803357285,left arm is better
early_newton_full,0,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9984781537748564,1.0017259905311269,-0.0032478367562704946,left arm is better
early_newton_full,0,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9963264211764606,0.9985703786476193,-0.0022439574711586863,left arm is better
early_newton_full,1,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
early_newton_full,1,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9976109256677512,0.9976109256677512,0.0,left arm is better
early_newton_full,1,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9979587778787872,0.9986117261614011,-0.0006529482826139743,left arm is better
early_newton_full,1,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0044605792729842,1.0121384079601392,-0.007677828687155053,left arm is better
early_newton_full,1,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0044599789527735,1.0121948380599546,-0.00773485910718108,left arm is better
early_newton_full,1,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0055375537311602,1.0129661161263417,-0.007428562395181526,left arm is better
early_newton_full,1,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0044985995530016,1.0099142882813692,-0.005415688728367618,left arm is better
early_newton_full,1,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0032291224138956,1.0073527886441294,-0.004123666230233747,left arm is better
early_newton_full,1,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0004016809232712,1.0028104991202307,-0.0024088181969594835,left arm is better
early_newton_full,2,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
early_newton_full,2,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9948354998569676,0.9948354998569676,0.0,left arm is better
early_newton_full,2,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9962256774304098,0.9966586254568123,-0.00043294802640247987,left arm is better
early_newton_full,2,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.001763826987916,1.0082427796953646,-0.006478952707448471,left arm is better
early_newton_full,2,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0010347266984911,1.0071578195750444,-0.0061230928765532155,left arm is better
early_newton_full,2,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0016765830531247,1.0076649249460194,-0.005988341892894766,left arm is better
early_newton_full,2,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0008471522386897,1.005223935073609,-0.004376782834919268,left arm is better
early_newton_full,2,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0001470196619884,1.0035442848509017,-0.0033972651889133676,left arm is better
early_newton_full,2,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,0.9965774477018619,0.9989266951240933,-0.0023492474222314152,left arm is better
late_muon,0,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_muon,0,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0088011852118253,1.0088011852118253,0.0,left arm is better
late_muon,0,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0147357537161297,1.0148536808477588,-0.00011792713162916968,left arm is better
late_muon,0,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.021476786457566,1.0248022673477915,-0.0033254808902254407,left arm is better
late_muon,0,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.024877968699137,1.0286867180253105,-0.0038087493261735883,left arm is better
late_muon,0,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0275377111941266,1.0316090470741186,-0.0040713358799919774,left arm is better
late_muon,0,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.029189574085573,1.0325303879112246,-0.003340813825651656,left arm is better
late_muon,0,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0299472298162176,1.0328493290235208,-0.0029020992073032215,left arm is better
late_muon,0,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0303460466915981,1.0325987840420268,-0.002252737350428635,left arm is better
late_muon,1,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_muon,1,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0083653383026674,1.0083653383026674,0.0,left arm is better
late_muon,1,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0142755122600056,1.0144574368838424,-0.0001819246238368155,left arm is better
late_muon,1,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0221998683909745,1.02585370954047,-0.003653841149495518,left arm is better
late_muon,1,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.024588573762371,1.028895863228834,-0.004307289466463082,left arm is better
late_muon,1,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0269860831947928,1.0315398863699579,-0.004553803175165072,left arm is better
late_muon,1,96,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0276628272130566,1.0314660257518007,-0.0038031985387441125,left arm is better
late_muon,1,112,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0283565560570147,1.0315521964729841,-0.003195640415969425,left arm is better
late_muon,1,128,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0286048617427397,1.0310736606958513,-0.002468798953111584,left arm is better
late_muon,2,0,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0,1.0,0.0,left arm is better
late_muon,2,16,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0089679776717164,1.0089679776717164,0.0,left arm is better
late_muon,2,32,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0156184592624622,1.015740913898112,-0.00012245463564974912,left arm is better
late_muon,2,48,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0217984488117169,1.0251039220447535,-0.0033054732330366488,left arm is better
late_muon,2,64,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0240525924616701,1.0277090702397225,-0.003656477778052336,left arm is better
late_muon,2,80,frozen_down_refresh_vs_production,frozen_down_refresh,production_newton_muon,1.0268198106099122,1.0308328262465754,-0.00401301563666312,left arm is better
