event_id,metric,outcome,nested_unit_count,aggregation_role,spearman_rho,pearson_r,origin_mean_count,origin_mean_spearman_rho,within_origin_centered_pearson_r,leave_one_origin_out_spearman_min,leave_one_origin_out_spearman_max,leave_one_origin_out_sign_consistent,inference_role,formal_claim_eligible
delayed_refresh_64,matched_g_preconditioned_pooled_fro_ratio,oriented_loss_harm,12,secondary_pre_registered,0.825174825175,0.82330509677,4,0.8,0.551012351357,0.683333333333,0.85,True,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,matched_g_preconditioned_relative_change_layer_median,oriented_loss_harm,12,primary_layer_median,0.65034965035,0.589635810597,4,0.8,0.687228950568,0.35,0.933333333333,True,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,relative_a_fro_change_layer_median,oriented_loss_harm,12,primary_layer_median,0.160839160839,0.116456221753,4,0.4,-0.486969005827,-0.55,0.5,False,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,relative_k_fro_change_layer_median,oriented_loss_harm,12,primary_layer_median,0.160839160839,0.136537595427,4,0.4,-0.493807058431,-0.55,0.5,False,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,relative_runtime_inverse_fro_change_layer_median,oriented_loss_harm,12,primary_layer_median,-0.244755244755,-0.0580498032317,4,-0.4,0.676593754683,-0.65,0.683333333333,False,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,runtime_ns5_update_pooled_cosine,oriented_loss_harm,12,secondary_pre_registered,-0.853146853147,-0.788723654226,4,-0.8,-0.740078307302,-0.983333333333,-0.65,True,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,runtime_ns5_update_pooled_fro_ratio,oriented_loss_harm,12,secondary_pre_registered,0.853146853147,0.773345745969,4,0.8,0.715657210796,0.65,0.983333333333,True,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,runtime_ns5_update_relative_change_layer_median,oriented_loss_harm,12,primary_layer_median,0.734265734266,0.577815705865,4,0.8,0.772932605693,0.366666666667,1,True,descriptive_only_no_seed_level_p_value,False
delayed_refresh_64,runtime_resolvent_relative_residual_layer_median,oriented_loss_harm,12,secondary_pre_registered,0.342657342657,0.0953139979351,4,0.4,0.761191400419,-0.366666666667,0.883333333333,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,condition_proxy_after_layer_median,oriented_auc_harm,12,secondary_pre_registered,0.0699300699301,-0.199797331015,4,0,-0.46844787958,-0.266666666667,0.516666666667,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,condition_proxy_before_layer_median,oriented_auc_harm,12,secondary_pre_registered,0.27972027972,-0.102996622274,4,0,0.336055083443,-0.2,0.8,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,matched_g_preconditioned_pooled_cosine,oriented_auc_harm,12,secondary_pre_registered,-0.923076923077,-0.854067267974,4,-0.8,-0.872796495288,-0.966666666667,-0.883333333333,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,matched_g_preconditioned_pooled_fro_ratio,oriented_auc_harm,12,secondary_pre_registered,0.923076923077,0.878510630225,4,1,0.856876682937,0.85,0.966666666667,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,matched_g_preconditioned_relative_change_layer_median,oriented_auc_harm,12,primary_layer_median,0.881118881119,0.847232286962,4,0.8,0.887666069278,0.766666666667,0.916666666667,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,relative_a_fro_change_layer_median,oriented_auc_harm,12,primary_layer_median,-0.0769230769231,-0.145854852747,4,0.4,-0.59324882015,-0.4,0.133333333333,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,relative_k_fro_change_layer_median,oriented_auc_harm,12,primary_layer_median,-0.118881118881,-0.135409563154,4,0.4,-0.594550648592,-0.5,0.15,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,relative_runtime_inverse_fro_change_layer_median,oriented_auc_harm,12,primary_layer_median,-0.167832167832,0.189024611438,4,-0.4,0.930409643463,-0.7,0.466666666667,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_ns5_update_pooled_cosine,oriented_auc_harm,12,secondary_pre_registered,-0.839160839161,-0.88631263711,4,-0.8,-0.912998629413,-0.966666666667,-0.616666666667,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_ns5_update_pooled_fro_ratio,oriented_auc_harm,12,secondary_pre_registered,0.839160839161,0.875754974831,4,0.8,0.887567012725,0.616666666667,0.966666666667,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_ns5_update_relative_change_layer_median,oriented_auc_harm,12,primary_layer_median,0.769230769231,0.783943025132,4,0.8,0.763603541439,0.45,0.916666666667,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_resolvent_relative_residual_layer_median,oriented_auc_harm,12,secondary_pre_registered,0.167832167832,-0.0243931145565,4,0,0.734211727766,-0.116666666667,0.6,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,condition_proxy_after_layer_median,oriented_loss_harm,12,secondary_pre_registered,0.034965034965,-0.185777898626,4,0,-0.465880985456,-0.466666666667,0.5,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,condition_proxy_before_layer_median,oriented_loss_harm,12,secondary_pre_registered,0.230769230769,-0.106601754715,4,0,0.310417232909,-0.45,0.766666666667,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,matched_g_preconditioned_pooled_cosine,oriented_loss_harm,12,secondary_pre_registered,-0.874125874126,-0.828398111246,4,-0.8,-0.858706012314,-0.95,-0.716666666667,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,matched_g_preconditioned_pooled_fro_ratio,oriented_loss_harm,12,secondary_pre_registered,0.93006993007,0.918486824349,4,1,0.836282391541,0.85,0.95,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,matched_g_preconditioned_relative_change_layer_median,oriented_loss_harm,12,primary_layer_median,0.72027972028,0.758187428709,4,0.8,0.870651824279,0.466666666667,0.883333333333,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,relative_a_fro_change_layer_median,oriented_loss_harm,12,primary_layer_median,0,-0.0523369582878,4,0.4,-0.575220419444,-0.5,0.233333333333,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,relative_k_fro_change_layer_median,oriented_loss_harm,12,primary_layer_median,-0.041958041958,-0.0449247626832,4,0.4,-0.578319670857,-0.616666666667,0.183333333333,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,relative_runtime_inverse_fro_change_layer_median,oriented_loss_harm,12,primary_layer_median,-0.265734265734,0.0978972119444,4,-0.4,0.910784128145,-0.716666666667,0.583333333333,False,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_ns5_update_pooled_cosine,oriented_loss_harm,12,secondary_pre_registered,-0.818181818182,-0.900949440293,4,-0.8,-0.900161770584,-0.966666666667,-0.583333333333,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_ns5_update_pooled_fro_ratio,oriented_loss_harm,12,secondary_pre_registered,0.818181818182,0.889793782896,4,0.8,0.87083391281,0.583333333333,0.966666666667,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_ns5_update_relative_change_layer_median,oriented_loss_harm,12,primary_layer_median,0.699300699301,0.738889611796,4,0.8,0.749123699031,0.3,0.95,True,descriptive_only_no_seed_level_p_value,False
production_refresh_32,runtime_resolvent_relative_residual_layer_median,oriented_loss_harm,12,secondary_pre_registered,0.104895104895,-0.0387740151465,4,0,0.718293227687,-0.35,0.616666666667,False,descriptive_only_no_seed_level_p_value,False
